GT,Model_1_0,Model_2_1
1,0.0147445369456858,0.9965261008870566
0,0.999734621747018,0.0032894736842105
0,0.99978605680106,0.1254494950504222
0,0.9996954685369308,0.0008582343642299
0,0.4018545334684411,0.1595566897191255
0,0.9998040707859348,0.0540259069414457
0,0.9987404771610224,0.0008582343642299
1,0.1955096955530274,0.6438183023132974
0,0.9997890452946856,0.1259986438697523
0,0.8175083384761042,0.1532176226921141
0,0.9998562653449176,0.0008582343642299
0,0.7823153149952033,0.1837823156745703
0,0.8859995507662213,0.1837823156745703
0,0.9999659687924836,0.0239032973989742
0,0.9954130769240632,0.0038386225035405
0,0.9996067755060046,0.0038386225035405
0,0.7093061764884177,0.1532176226921141
0,0.0259140458542294,0.7866059162098922
0,0.9999612548599116,0.0008582343642299
0,0.9997370284689888,0.1259986438697523
1,0.2325760449054593,0.6136956927708259
0,0.9997332106298392,0.1259986438697523
0,0.99971208932776,0.0032894736842105
0,0.9998650033648232,0.1259986438697523
0,0.9999412466858342,0.0540259069414457
0,0.999816874124876,0.0
0,0.9918760996611458,0.0008582343642299
0,0.9999514626794264,0.0540259069414457
0,0.999391332824555,0.0008582343642299
0,0.9998202171503175,0.1254494950504222
0,0.9999019174156072,0.0008582343642299
0,0.999911529331883,0.0540259069414457
0,0.9998093023210224,0.0540259069414457
0,0.9998255885729922,0.0
0,0.9997273212343832,0.1259986438697523
0,0.8154328132780161,0.1595566897191255
0,0.999793895006594,0.0008582343642299
0,0.9997765431596536,0.1254494950504222
0,0.9995819035763668,0.0008582343642299
0,0.9999717094078224,0.0239032973989742
0,0.999904419840298,0.0540259069414457
0,0.9520856768843956,0.1837823156745703
0,0.9991996196485778,0.0032894736842105
0,0.999772352655734,0.0008582343642299
1,2.091042976581914e-05,0.7866059162098922
0,0.9996934183370184,0.1259986438697523
0,0.9904862866305124,0.150224269825197
1,0.0039006802877961,0.9984211169946936
0,0.9965710655977906,0.0038386225035405
0,0.999746923065276,0.1259986438697523
0,0.9999429609991096,0.1254494950504222
0,0.9999024250234227,0.1254494950504222
0,0.9997762429806551,0.1254494950504222
0,0.9999597764875446,0.0008582343642299
0,0.999959333306816,0.0008582343642299
0,0.9998204607403244,0.1254494950504222
0,0.9998293884170716,0.1254494950504222
0,0.999555465174923,0.0008582343642299
0,0.9996500293857395,0.0008582343642299
0,0.9999727325242632,0.0239032973989742
0,0.9999441093695636,0.1254494950504222
0,0.0940115391899331,0.9298851083938804
1,0.0266308983202067,0.7866059162098922
0,0.999970049907772,0.0239032973989742
0,0.9998815687199838,0.1254494950504222
1,4.06888258498439e-05,0.9804592280887126
0,0.9992835151210222,0.0008582343642299
1,0.0004233952958058,0.9984211169946936
0,0.9997378193196902,0.1254494950504222
0,0.99972872228732,0.1259986438697523
0,0.9751040080455108,0.150224269825197
0,0.9998864753034586,0.1254494950504222
0,0.9986322248932904,0.1259986438697523
0,0.999958714785082,0.0008582343642299
0,0.9999559983564636,0.0008582343642299
0,0.9999300061851548,0.1254494950504222
0,0.9999605761142524,0.0008582343642299
1,0.1002870720388277,0.7541492846116097
1,0.012582647429529,0.9902924508801724
0,0.999935455294359,0.0008582343642299
0,0.999689482965852,0.0540259069414457
1,0.0077785168571117,0.9965261008870566
0,0.9990791666693488,0.0
0,0.9999407477856898,0.0540259069414457
0,0.9998008617640984,0.1259986438697523
0,0.9998558153508252,0.0008582343642299
0,0.9997421575598112,0.1259986438697523
0,0.9998874737271451,0.1254494950504222
0,0.9999542410527144,0.0008582343642299
0,0.9991039892219886,0.0032894736842105
0,0.9997987901293158,0.1254494950504222
0,0.9999709327473864,0.0239032973989742
0,0.9997825123822844,0.1254494950504222
1,0.0089857192601022,0.9984211169946936
1,0.0051252633997412,0.9965261008870566
0,0.9997367172697412,0.0540259069414457
0,0.9989204844792984,0.0
0,0.9998074776963056,0.1254494950504222
1,0.0031593822434073,0.9984211169946936
0,0.9999602273276628,0.0008582343642299
0,0.9999608798356948,0.0008582343642299
1,0.005389561420143,0.9965261008870566
0,0.9993730904803048,0.0
0,0.9989162683352528,0.0
0,0.9999669886693704,0.0239032973989742
0,0.9999063767799594,0.0540259069414457
0,0.9999069153370718,0.0540259069414457
0,0.9995635743761452,0.0008582343642299
0,0.9999360165387264,0.1254494950504222
0,0.999895582182242,0.0008582343642299
0,0.9996809439360486,0.0008582343642299
1,0.0147281574289473,0.9965261008870566
0,0.999822607770942,0.0
0,0.9963777177079512,0.0038386225035405
0,0.9982841212362792,0.1259986438697523
0,0.9986815797951034,0.0008582343642299
0,0.99997204782771,0.0239032973989742
0,0.9992490696038022,0.0008582343642299
0,0.9999718625785164,0.0239032973989742
0,0.9999346781929078,0.1254494950504222
0,0.996551901902194,0.0038386225035405
0,0.9999148760410108,0.0540259069414457
0,0.9998812388867272,0.1254494950504222
0,0.9996496072956864,0.0008582343642299
1,0.079281919250335,0.7541492846116097
1,0.0023564921785523,0.9984211169946936
1,0.0035515631088385,0.9984211169946936
0,0.9999581027123452,0.0008582343642299
1,0.0598971840812136,0.7541492846116097
0,0.9999168395812148,0.0540259069414457
0,0.9999373085188952,0.0540259069414457
0,0.9999249792191022,0.1254494950504222
0,0.9988690412209488,0.0
1,0.0509562475882405,0.7866059162098922
0,0.9965453600007016,0.0038386225035405
0,0.9989099239462408,0.1259986438697523
0,0.9984965440426252,0.0
1,0.0127498980374026,0.9902924508801724
0,0.9997538383778104,0.1259986438697523
0,0.9989088114527006,0.1259986438697523
1,0.0142418107866579,0.9965261008870566
0,0.9989762724991786,0.0
0,0.9999150525954744,0.1254494950504222
0,0.9999588485352918,0.0008582343642299
0,0.9975882394861788,0.0008582343642299
0,0.999853299350248,0.0008582343642299
0,0.9998215288191616,0.1254494950504222
0,0.999722743820808,0.0008582343642299
0,0.9989043356800312,0.0
0,0.9998028234136868,0.1254494950504222
0,0.9998771833987984,0.1254494950504222
0,0.9967357802503196,0.0038386225035405
0,0.9999387242633802,0.0540259069414457
0,0.99990338951972,0.1254494950504222
0,0.9998084266262348,0.0540259069414457
0,0.9918641879080085,0.1259986438697523
0,0.9999572195473192,0.0008582343642299
0,0.9995863279294512,0.0008582343642299
0,0.9968081243807048,0.0038386225035405
0,0.999970127264142,0.0239032973989742
0,0.9997750228462134,0.1254494950504222
0,0.9999587945245202,0.0239032973989742
0,0.9999271636595156,0.0540259069414457
0,0.999723175892509,0.0008582343642299
0,0.9999720115536724,0.0239032973989742
0,0.9999429254086964,0.0540259069414457
0,0.9994792902668512,0.1259986438697523
0,0.999687752330666,0.0008582343642299
0,0.9997066438728428,0.0540259069414457
0,0.9995423020219224,0.1259986438697523
0,0.9997868974574644,0.1254494950504222
0,0.9999410815635008,0.1254494950504222
0,0.9467848277396328,0.1837823156745703
0,0.9999160829339682,0.0008582343642299
0,0.999916375813868,0.0540259069414457
0,0.9999570606024538,0.0008582343642299
1,0.080909937173351,0.7541492846116097
0,0.9999349691637324,0.0008582343642299
0,0.9997855107339644,0.1254494950504222
0,0.9997229191163304,0.0008582343642299
0,0.9999551831619043,0.0008582343642299
0,0.99978499234332,0.1254494950504222
0,0.9997725779924712,0.1254494950504222
1,0.0115936662141009,0.9902924508801724
0,0.9999379925463624,0.1254494950504222
0,0.999580077255638,0.0540259069414457
0,0.9997398306212744,0.1259986438697523
1,0.0052042975424186,0.9984211169946936
0,0.9999572671159556,0.0008582343642299
1,0.0673581011585223,0.7541492846116097
1,0.0206044071533052,0.9965261008870566
0,0.9994940112568056,0.0
0,0.9999727580418072,0.0239032973989742
1,0.1482034930944999,0.6737956856377908
0,0.9999232443088956,0.0008582343642299
0,0.9999364177686084,0.0540259069414457
0,0.9999411864305696,0.1254494950504222
1,0.0018541100212943,0.9984211169946936
0,0.9956757006278706,0.1259986438697523
0,0.9999175306128876,0.0540259069414457
0,0.9979076610571826,0.1259986438697523
0,0.9922222516138112,0.1259986438697523
0,0.999882558169724,0.1254494950504222
0,0.9996839350564836,0.0008582343642299
0,0.999836453234593,0.0
0,0.99987720057147,0.1254494950504222
0,0.9996473763649756,0.0008582343642299
0,0.9999707897018788,0.0239032973989742
1,0.0273780191366,0.7866059162098922
0,0.9999610122927336,0.0008582343642299
0,0.9999286739140992,0.0540259069414457
0,0.9990201632647624,0.0
0,0.9997191766265352,0.0008582343642299
1,0.0671304187514422,0.7541492846116097
0,0.9997530516477722,0.1259986438697523
0,0.9817162296344222,0.1259986438697523
0,0.9998593834786472,0.0008582343642299
0,0.999929767111188,0.1254494950504222
0,0.999950857540004,0.0008582343642299
0,0.9984207647772382,0.1259986438697523
0,0.9997579124751504,0.1254494950504222
0,0.9998895408666768,0.1254494950504222
0,0.7877774395696291,0.1837823156745703
0,0.9998124699054092,0.1259986438697523
0,0.9989012870314712,0.0
0,0.99993923338302,0.0540259069414457
0,0.9999199229258952,0.0540259069414457
0,0.9997874696830152,0.1254494950504222
0,0.9997983410305414,0.0540259069414457
1,0.0008757840608868,0.9984211169946936
0,0.9999659517643964,0.0239032973989742
0,0.9994578244331924,0.0038386225035405
0,0.9999349021133064,0.0008582343642299
1,0.0127964398409591,0.9786257253746758
0,0.9992383207327624,0.0
0,0.999721537602201,0.0540259069414457
1,0.0014887497869083,0.9965261008870566
0,0.9996050141235324,0.0008582343642299
0,0.9999332467060784,0.0008582343642299
0,0.9977000202571044,0.0008582343642299
0,0.9999479606364295,0.1254494950504222
1,0.0108269410720145,0.9965261008870566
0,0.8071988034131191,0.1595566897191255
1,0.0549500855058012,0.7866059162098922
0,0.9997151568507748,0.0540259069414457
0,0.9999711671349244,0.0239032973989742
0,0.9963916261638246,0.0038386225035405
0,0.9964960843396102,0.0038386225035405
0,0.9997779356503916,0.1254494950504222
0,0.9998359033856364,0.1254494950504222
1,0.0151819007877378,0.7866059162098922
1,0.0004764313819898,0.7541492846116097
1,1.3422893049286344e-06,0.9885878942032336
0,0.9994390766823156,0.0032894736842105
1,0.0087492328151617,0.9965261008870566
1,0.0006093700858288,0.9984211169946936
0,0.999099392636076,0.0032894736842105
0,0.9999020287298944,0.1254494950504222
0,0.9999510941567754,0.0540259069414457
0,0.9997495866091104,0.1259986438697523
0,0.9997803852311744,0.1254494950504222
1,0.0042470737549639,0.9984211169946936
0,0.9998588536503904,0.0008582343642299
0,0.9999707502700405,0.0239032973989742
0,0.9998596365042384,0.0008582343642299
0,0.9999211077591564,0.0540259069414457
0,0.9997134737388252,0.1259986438697523
0,0.9999403457876598,0.1254494950504222
0,0.9997786384265552,0.1254494950504222
0,0.9997888204101392,0.1254494950504222
0,0.9997294997841932,0.0032894736842105
0,0.9995183164597454,0.1259986438697523
0,0.9988596895099616,0.0
0,0.9994932000563366,0.0008582343642299
1,0.0334269197491909,0.7866059162098922
0,0.9999729520905286,0.0239032973989742
0,0.9998554138043412,0.0008582343642299
0,0.9999435743901204,0.0008582343642299
0,0.999781917695618,0.1254494950504222
0,0.9999159923151184,0.1254494950504222
0,0.9999723843176646,0.0239032973989742
0,0.9996825057742824,0.0008582343642299
0,0.9988989091460604,0.0
0,0.99962688003718,0.0008582343642299
0,0.9999726421153058,0.0239032973989742
0,0.9987341765100468,0.0
0,0.999938553663842,0.0540259069414457
0,0.9565287522184428,0.150224269825197
0,0.9999393118147314,0.1254494950504222
0,0.9999339952709698,0.0540259069414457
0,0.9998887596797322,0.1259986438697523
0,0.9999420191398276,0.0540259069414457
0,0.9998891550747304,0.1254494950504222
0,0.9997507299523284,0.1259986438697523
0,0.9813329240258118,0.0540259069414457
0,0.999615458192639,0.0038386225035405
1,0.0223632787596974,0.9965261008870566
0,0.9998805178891692,0.0008582343642299
0,0.999741291631941,0.1259986438697523
0,0.9993166631714652,0.0
0,0.9999433008946508,0.0540259069414457
0,0.9999466016978492,0.0540259069414457
0,0.9999386087004776,0.0540259069414457
0,0.9999414670190409,0.1254494950504222
0,0.9993397980774096,0.1254494950504222
0,0.9999154402012784,0.1254494950504222
0,0.9999427303322032,0.0540259069414457
0,0.9999723404558504,0.0239032973989742
0,0.999687656783018,0.0008582343642299
0,0.9998919400744632,0.0008582343642299
0,0.9999143199259324,0.1254494950504222
0,0.999025262312516,0.0
0,0.9999725130096402,0.0239032973989742
0,0.9996878154357376,0.0540259069414457
0,0.9991082601264174,0.0
0,0.9999356803991276,0.0540259069414457
0,0.9977817964345408,0.1259986438697523
0,0.9998819795536412,0.1259986438697523
0,0.9999722935886858,0.0239032973989742
0,0.9995791193993802,0.0008582343642299
0,0.9967686047051908,0.0038386225035405
1,0.0349456390322536,0.7866059162098922
0,0.9998173910119532,0.1254494950504222
0,0.9999418340390384,0.1254494950504222
0,0.9999594770205714,0.0008582343642299
0,0.9942853310016396,0.0038386225035405
0,0.9997884723085004,0.1254494950504222
0,0.9978405285492736,0.0008582343642299
0,0.999972645703872,0.0239032973989742
1,0.0830418928403555,0.7541492846116097
0,0.9992146083016008,0.0
0,0.9999615386277906,0.0239032973989742
0,0.9881813003036805,0.1259986438697523
1,0.0204759644786084,0.9965261008870566
0,0.9997406671728174,0.1259986438697523
0,0.9963940753156364,0.0038386225035405
0,0.9999368429344092,0.0540259069414457
0,0.0917456112342226,0.3358409043061646
0,0.9999436154157344,0.0540259069414457
1,0.0007067916199117,0.9902924508801724
0,0.996644799812324,0.0038386225035405
0,0.9998168239325208,0.0
1,0.0130528683937015,0.7866059162098922
0,0.999753034984631,0.1259986438697523
0,0.9997808614298436,0.1254494950504222
0,0.9997153799579545,0.0032894736842105
0,0.9997888642383616,0.1254494950504222
0,0.9997753144143062,0.1254494950504222
0,0.9998836153979244,0.0008582343642299
0,0.999791975262559,0.0
0,0.99979478007934,0.1254494950504222
0,0.9998100962092988,0.0540259069414457
0,0.9994996591912414,0.0008582343642299
0,0.9999420035753928,0.0008582343642299
0,0.9978563923699968,0.0038386225035405
1,0.0671708282118133,0.7541492846116097
1,0.0129382353508917,0.9786257253746758
0,0.999883285259748,0.1259986438697523
0,0.9999288990504784,0.1254494950504222
0,0.9998392255387304,0.1254494950504222
1,0.0009359337337335,0.9984211169946936
0,0.999175779470458,0.0038386225035405
0,0.999412215899512,0.0008582343642299
0,0.9996921885631226,0.0540259069414457
0,0.9998337338179452,0.0
0,0.9996659419851782,0.0038386225035405
0,0.9995015985568004,0.0008582343642299
0,0.9999366706995616,0.1254494950504222
0,0.999824625568097,0.1259986438697523
0,0.99995656377876,0.0008582343642299
0,0.9997982292629318,0.0
0,0.9999488772833344,0.1254494950504222
0,0.9999390468890784,0.0540259069414457
1,0.0013939654644002,0.9984211169946936
0,0.999742279331006,0.0540259069414457
0,0.999793796396096,0.1254494950504222
0,0.999786414437336,0.1254494950504222
0,0.999960630881821,0.0008582343642299
0,0.9990343875387806,0.0
0,0.9999437031209296,0.1254494950504222
0,0.999945812798866,0.1254494950504222
1,2.488423766622283e-05,0.682725696502633
0,0.9999327248947204,0.1254494950504222
0,0.9980197217683564,0.1259986438697523
0,0.9996650921994876,0.0008582343642299
0,0.9998040260226224,0.1254494950504222
0,0.9995328679748254,0.0008582343642299
0,0.9997899486158268,0.1254494950504222
0,0.9998660069724132,0.1254494950504222
0,0.9106134202882809,0.1837823156745703
0,0.9996239232826896,0.0008582343642299
0,0.9990139997523422,0.0
0,0.9974993674577652,0.1259986438697523
0,0.9998119090998197,0.1259986438697523
0,0.9999700129847664,0.0239032973989742
0,0.9985658727715192,0.1259986438697523
0,0.9999719524353315,0.0239032973989742
0,0.9998630499700732,0.0008582343642299
0,0.999205730283136,0.0032894736842105
0,0.9999256340265472,0.0008582343642299
0,0.9999019974142938,0.0008582343642299
0,0.999941405469649,0.0540259069414457
0,0.9996913313808884,0.0540259069414457
0,0.9999723837305584,0.0239032973989742
0,0.9999541371155694,0.0540259069414457
0,0.9998492804173968,0.0008582343642299
0,0.9997332473112628,0.0540259069414457
0,0.9993677369170196,0.0038386225035405
1,0.0024936404666799,0.9984211169946936
0,0.9997783307768792,0.1254494950504222
0,0.9999557726163584,0.0008582343642299
0,0.9996414586700004,0.0008582343642299
0,0.9981999695792396,0.150224269825197
1,0.0105388561928138,0.9965261008870566
0,0.9997575769808904,0.1254494950504222
0,0.9999309798093612,0.0008582343642299
0,0.9999724059515496,0.0239032973989742
0,0.9996846879092736,0.0008582343642299
0,0.9999409331712849,0.0540259069414457
0,0.9997219714521848,0.0008582343642299
0,0.9999471913582562,0.0008582343642299
0,0.9992382559823628,0.0
0,0.9997592781772024,0.1254494950504222
0,0.9999330771613054,0.0540259069414457
0,0.9999617097600736,0.0239032973989742
0,0.9999456618912168,0.1254494950504222
1,0.01349758828989,0.9965261008870566
0,0.9999173022137,0.1254494950504222
0,0.999806283712586,0.0540259069414457
0,0.9999705995085456,0.0239032973989742
0,0.9999213446697702,0.0008582343642299
0,0.999943727991332,0.0540259069414457
0,0.9991811738104658,0.0
1,5.995612630704805e-06,0.9866928780955968
0,0.9998082657296316,0.0
0,0.9999601073112137,0.0008582343642299
0,0.9997253824247556,0.0540259069414457
1,0.2235803023780869,0.6438183023132974
1,0.0436459406585939,0.7866059162098922
0,0.99968730724289,0.0008582343642299
0,0.5968179896110997,0.1837823156745703
0,0.9997609634499052,0.0540259069414457
0,0.9999717234847804,0.0239032973989742
1,0.0011293996884941,0.7866059162098922
0,0.9994312983576046,0.0008582343642299
0,0.999971974085644,0.0239032973989742
0,0.9999639779703432,0.0239032973989742
0,0.9997105815593768,0.0540259069414457
0,0.9997523832108816,0.0008582343642299
0,0.9971296730073764,0.0038386225035405
0,0.9990554088894598,0.0
0,0.9999707095642076,0.0239032973989742
0,0.9995780106643136,0.0008582343642299
0,0.9999727739832248,0.0239032973989742
0,0.9997290890186504,0.1259986438697523
0,0.9998946466875948,0.1254494950504222
0,0.9999502082292672,0.0008582343642299
0,0.7960971197107121,0.0570497557053621
0,0.9997317229648705,0.1259986438697523
0,0.9999353622445544,0.0008582343642299
0,0.9652897677236012,0.1259986438697523
0,0.9992716584400512,0.0
0,0.9997721689571308,0.1254494950504222
0,0.9999280481014028,0.0008582343642299
0,0.9997797805349932,0.1254494950504222
0,0.9998640205766718,0.1254494950504222
0,0.9997572025209838,0.0540259069414457
1,0.0590659384059303,0.7866059162098922
0,0.999783809604494,0.1254494950504222
0,0.9447976975618856,0.1837823156745703
1,0.0032477031092731,0.9984211169946936
0,0.9493598241033592,0.1595566897191255
1,0.0069460632877721,0.7151823281009156
1,0.0633379199684952,0.7541492846116097
0,0.9744702803735094,0.1259986438697523
1,0.0389290933635828,0.7541492846116097
0,0.9997475963769936,0.1259986438697523
0,0.9998863943227092,0.0
0,0.9997855660863288,0.1254494950504222
0,0.9997764665483888,0.1254494950504222
0,0.9999257360571144,0.0540259069414457
0,0.9939158769417276,0.1259986438697523
1,8.729693443565445e-06,0.7866059162098922
0,0.99997270648431,0.0239032973989742
0,0.9999052524039134,0.0540259069414457
1,0.0003404333353289,0.9804592280887126
0,0.9997220253262024,0.0008582343642299
0,0.9997870081030064,0.1254494950504222
1,0.001688768536777,0.9984211169946936
0,0.9997859074763706,0.1254494950504222
0,0.9931429037552052,0.150224269825197
0,0.9999574288947668,0.0008582343642299
0,0.999633828120918,0.0008582343642299
0,0.9997801184558228,0.0540259069414457
0,0.0001644002808457,0.7151823281009156
1,0.0229175780775204,0.9965261008870566
0,0.9993901011415436,0.0008582343642299
0,0.9997897431223148,0.1254494950504222
0,0.9972440310770156,0.0038386225035405
0,0.9967596333070644,0.0038386225035405
0,0.9991254715015028,0.0032894736842105
1,0.0013928766393965,0.9984211169946936
0,0.9999587752255856,0.0239032973989742
0,0.9998824410541586,0.1254494950504222
1,0.0007589767597632,0.9984211169946936
1,0.0033857281809199,0.9984211169946936
0,0.9998847905936282,0.1254494950504222
0,0.9998048531947326,0.0540259069414457
0,0.9998535930132536,0.0008582343642299
0,0.9997511178324184,0.1254494950504222
1,0.0065529327328012,0.9965261008870566
