GT,Model_1_0,Model_2_1
0,0.999734621747018,0.0032894736842105
0,0.99978605680106,0.1254494950504222
0,0.9996954685369308,0.0008582343642299
0,0.4018545334684411,0.1595566897191255
0,0.9998040707859348,0.0540259069414457
0,0.9987404771610224,0.0008582343642299
1,0.0050165649995467,0.7151823281009156
0,0.9997890452946856,0.1259986438697523
0,0.8175083384761042,0.1532176226921141
0,0.9998562653449176,0.0008582343642299
0,0.7823153149952033,0.1837823156745703
0,0.8859995507662213,0.1837823156745703
0,0.9999659687924836,0.0239032973989742
0,0.9954130769240632,0.0038386225035405
0,0.9996067755060046,0.0038386225035405
0,0.7093061764884177,0.1532176226921141
0,0.0259140458542294,0.7866059162098922
0,0.9999612548599116,0.0008582343642299
0,0.9997370284689888,0.1259986438697523
0,0.9997332106298392,0.1259986438697523
0,0.99971208932776,0.0032894736842105
1,6.539040587705269e-05,0.9804592280887126
0,0.9998650033648232,0.1259986438697523
0,0.9999412466858342,0.0540259069414457
0,0.999816874124876,0.0
0,0.9918760996611458,0.0008582343642299
0,0.9999514626794264,0.0540259069414457
0,0.999391332824555,0.0008582343642299
0,0.9998202171503175,0.1254494950504222
0,0.9999019174156072,0.0008582343642299
0,0.999911529331883,0.0540259069414457
0,0.9998093023210224,0.0540259069414457
0,0.9998255885729922,0.0
0,0.9997273212343832,0.1259986438697523
0,0.8154328132780161,0.1595566897191255
0,0.999793895006594,0.0008582343642299
0,0.9997765431596536,0.1254494950504222
0,0.9995819035763668,0.0008582343642299
0,0.9999717094078224,0.0239032973989742
1,0.0510241797554257,0.968792502583216
1,3.936287781836079e-06,0.7866059162098922
1,0.0142597998058716,0.9902924508801724
0,0.999904419840298,0.0540259069414457
0,0.9520856768843956,0.1837823156745703
0,0.9991996196485778,0.0032894736842105
0,0.999772352655734,0.0008582343642299
0,0.9996934183370184,0.1259986438697523
0,0.9904862866305124,0.150224269825197
0,0.9965710655977906,0.0038386225035405
0,0.999746923065276,0.1259986438697523
0,0.9999429609991096,0.1254494950504222
0,0.9999024250234227,0.1254494950504222
0,0.9997762429806551,0.1254494950504222
0,0.9999597764875446,0.0008582343642299
0,0.999959333306816,0.0008582343642299
0,0.9998204607403244,0.1254494950504222
0,0.9998293884170716,0.1254494950504222
0,0.999555465174923,0.0008582343642299
0,0.9996500293857395,0.0008582343642299
0,0.9999727325242632,0.0239032973989742
0,0.9999441093695636,0.1254494950504222
0,0.0940115391899331,0.9298851083938804
0,0.999970049907772,0.0239032973989742
0,0.9998815687199838,0.1254494950504222
1,4.06888258498439e-05,0.9804592280887126
0,0.9992835151210222,0.0008582343642299
0,0.9997378193196902,0.1254494950504222
0,0.99972872228732,0.1259986438697523
0,0.9751040080455108,0.150224269825197
0,0.9998864753034586,0.1254494950504222
0,0.9986322248932904,0.1259986438697523
0,0.999958714785082,0.0008582343642299
0,0.9999559983564636,0.0008582343642299
1,0.0028023378366328,0.9984211169946936
0,0.9999300061851548,0.1254494950504222
0,0.9999605761142524,0.0008582343642299
1,0.1002870720388277,0.7541492846116097
1,0.0185652055026721,0.7866059162098922
0,0.999935455294359,0.0008582343642299
0,0.999689482965852,0.0540259069414457
1,0.0077785168571117,0.9965261008870566
0,0.9990791666693488,0.0
0,0.9999407477856898,0.0540259069414457
0,0.9998008617640984,0.1259986438697523
0,0.9998558153508252,0.0008582343642299
0,0.9997421575598112,0.1259986438697523
0,0.9998874737271451,0.1254494950504222
0,0.9999542410527144,0.0008582343642299
0,0.9991039892219886,0.0032894736842105
0,0.9997987901293158,0.1254494950504222
1,0.0125079739990837,0.9902924508801724
0,0.9999709327473864,0.0239032973989742
0,0.9997825123822844,0.1254494950504222
0,0.9997367172697412,0.0540259069414457
0,0.9989204844792984,0.0
0,0.9998074776963056,0.1254494950504222
0,0.9999602273276628,0.0008582343642299
0,0.9999608798356948,0.0008582343642299
0,0.9993730904803048,0.0
0,0.9989162683352528,0.0
0,0.9999669886693704,0.0239032973989742
0,0.9999063767799594,0.0540259069414457
0,0.9999069153370718,0.0540259069414457
1,3.350915211863814e-06,0.7866059162098922
0,0.9995635743761452,0.0008582343642299
0,0.9999360165387264,0.1254494950504222
0,0.999895582182242,0.0008582343642299
0,0.9996809439360486,0.0008582343642299
1,0.0147281574289473,0.9965261008870566
0,0.999822607770942,0.0
0,0.9963777177079512,0.0038386225035405
0,0.9982841212362792,0.1259986438697523
0,0.9986815797951034,0.0008582343642299
0,0.99997204782771,0.0239032973989742
0,0.9992490696038022,0.0008582343642299
0,0.9999718625785164,0.0239032973989742
0,0.9999346781929078,0.1254494950504222
0,0.996551901902194,0.0038386225035405
0,0.9999148760410108,0.0540259069414457
0,0.9998812388867272,0.1254494950504222
0,0.9996496072956864,0.0008582343642299
1,0.0023564921785523,0.9984211169946936
1,0.0035515631088385,0.9984211169946936
1,0.0118787357416134,0.9902924508801724
0,0.9999581027123452,0.0008582343642299
1,0.0015683084714513,0.9786257253746758
0,0.9999168395812148,0.0540259069414457
0,0.9999373085188952,0.0540259069414457
0,0.9999249792191022,0.1254494950504222
0,0.9988690412209488,0.0
1,0.0509562475882405,0.7866059162098922
0,0.9965453600007016,0.0038386225035405
0,0.9989099239462408,0.1259986438697523
0,0.9984965440426252,0.0
1,1.7289885908988722e-05,0.7541492846116097
0,0.9997538383778104,0.1259986438697523
1,0.0026911590218317,0.9984211169946936
0,0.9989088114527006,0.1259986438697523
1,0.0142418107866579,0.9965261008870566
0,0.9989762724991786,0.0
0,0.9999150525954744,0.1254494950504222
0,0.9999588485352918,0.0008582343642299
1,8.099369259162437e-06,0.7866059162098922
0,0.9975882394861788,0.0008582343642299
0,0.999853299350248,0.0008582343642299
0,0.9998215288191616,0.1254494950504222
1,0.0307714434824641,0.7866059162098922
0,0.999722743820808,0.0008582343642299
0,0.9989043356800312,0.0
0,0.9998028234136868,0.1254494950504222
0,0.9998771833987984,0.1254494950504222
0,0.9967357802503196,0.0038386225035405
0,0.9999387242633802,0.0540259069414457
0,0.99990338951972,0.1254494950504222
0,0.9998084266262348,0.0540259069414457
0,0.9918641879080085,0.1259986438697523
0,0.9999572195473192,0.0008582343642299
0,0.9995863279294512,0.0008582343642299
0,0.9968081243807048,0.0038386225035405
0,0.999970127264142,0.0239032973989742
0,0.9997750228462134,0.1254494950504222
0,0.9999587945245202,0.0239032973989742
0,0.9999271636595156,0.0540259069414457
0,0.999723175892509,0.0008582343642299
0,0.9999720115536724,0.0239032973989742
0,0.9999429254086964,0.0540259069414457
0,0.9994792902668512,0.1259986438697523
1,0.0046905516554327,0.968792502583216
0,0.999687752330666,0.0008582343642299
0,0.9997066438728428,0.0540259069414457
0,0.9995423020219224,0.1259986438697523
0,0.9997868974574644,0.1254494950504222
0,0.9999410815635008,0.1254494950504222
0,0.9467848277396328,0.1837823156745703
0,0.9999160829339682,0.0008582343642299
0,0.999916375813868,0.0540259069414457
0,0.9999570606024538,0.0008582343642299
1,5.6759791120519765e-06,0.9866928780955968
1,0.080909937173351,0.7541492846116097
0,0.9999349691637324,0.0008582343642299
0,0.9997855107339644,0.1254494950504222
0,0.9997229191163304,0.0008582343642299
0,0.9999551831619043,0.0008582343642299
0,0.99978499234332,0.1254494950504222
0,0.9997725779924712,0.1254494950504222
0,0.9999379925463624,0.1254494950504222
0,0.999580077255638,0.0540259069414457
0,0.9997398306212744,0.1259986438697523
0,0.9999572671159556,0.0008582343642299
1,0.0276065257470036,0.9902924508801724
1,0.0206044071533052,0.9965261008870566
0,0.9994940112568056,0.0
0,0.9999727580418072,0.0239032973989742
0,0.9999232443088956,0.0008582343642299
0,0.9999364177686084,0.0540259069414457
0,0.9999411864305696,0.1254494950504222
0,0.9956757006278706,0.1259986438697523
0,0.9999175306128876,0.0540259069414457
0,0.9979076610571826,0.1259986438697523
1,0.0014233242777601,0.9965261008870566
0,0.9922222516138112,0.1259986438697523
0,0.999882558169724,0.1254494950504222
0,0.9996839350564836,0.0008582343642299
0,0.999836453234593,0.0
0,0.99987720057147,0.1254494950504222
0,0.9996473763649756,0.0008582343642299
0,0.9999707897018788,0.0239032973989742
1,0.0273780191366,0.7866059162098922
0,0.9999610122927336,0.0008582343642299
0,0.9999286739140992,0.0540259069414457
0,0.9990201632647624,0.0
0,0.9997191766265352,0.0008582343642299
0,0.9997530516477722,0.1259986438697523
0,0.9817162296344222,0.1259986438697523
0,0.9998593834786472,0.0008582343642299
0,0.999929767111188,0.1254494950504222
0,0.999950857540004,0.0008582343642299
0,0.9984207647772382,0.1259986438697523
0,0.9997579124751504,0.1254494950504222
0,0.9998895408666768,0.1254494950504222
0,0.7877774395696291,0.1837823156745703
0,0.9998124699054092,0.1259986438697523
0,0.9989012870314712,0.0
0,0.99993923338302,0.0540259069414457
0,0.9999199229258952,0.0540259069414457
1,0.0110585615287589,0.9902924508801724
0,0.9997874696830152,0.1254494950504222
0,0.9997983410305414,0.0540259069414457
0,0.9999659517643964,0.0239032973989742
0,0.9994578244331924,0.0038386225035405
0,0.9999349021133064,0.0008582343642299
1,0.0127964398409591,0.9786257253746758
1,0.0257090572943681,0.7866059162098922
0,0.9992383207327624,0.0
0,0.999721537602201,0.0540259069414457
0,0.9996050141235324,0.0008582343642299
0,0.9999332467060784,0.0008582343642299
1,0.0217024763550016,0.9965261008870566
0,0.9977000202571044,0.0008582343642299
0,0.9999479606364295,0.1254494950504222
1,0.00592913822229,0.9965261008870566
0,0.8071988034131191,0.1595566897191255
1,0.0549500855058012,0.7866059162098922
0,0.9997151568507748,0.0540259069414457
0,0.9999711671349244,0.0239032973989742
0,0.9963916261638246,0.0038386225035405
0,0.9964960843396102,0.0038386225035405
0,0.9997779356503916,0.1254494950504222
0,0.9998359033856364,0.1254494950504222
1,2.10475333606297e-06,0.7866059162098922
1,0.1787846507247252,0.6526030869601617
1,1.3422893049286344e-06,0.9885878942032336
0,0.9994390766823156,0.0032894736842105
1,0.0097914770430632,0.7866059162098922
0,0.999099392636076,0.0032894736842105
